code,tradeStatus_x,code_name_x
sz.002051,1,中工国际
sz.002052,1,ST同洲
sz.002053,1,云南能投
sz.002054,1,德美化工
sz.002055,1,得润电子
sz.002056,1,横店东磁
sz.002057,1,中钢天源
sz.002058,1,威尔泰
sz.002059,1,云南旅游
sz.002060,1,粤水电
sz.002061,1,浙江交科
sz.002062,1,宏润建设
sz.002063,1,远光软件
sz.002064,1,华峰化学
sz.002065,1,东华软件
sz.002066,1,瑞泰科技
sz.002067,1,景兴纸业
sz.002068,1,黑猫股份
sz.002069,1,獐子岛
sz.002072,1,凯瑞德
sz.002073,1,软控股份
sz.002074,1,国轩高科
sz.002076,1,星光股份
sz.002077,1,大港股份
sz.002078,1,太阳纸业
sz.002079,1,苏州固锝
sz.002080,1,中材科技
sz.002081,1,金螳螂
sz.002082,1,万邦德
sz.002083,1,孚日股份
sz.002084,1,海鸥住工
sz.002086,1,*ST东洋
sz.002087,1,*ST新纺
sz.002088,1,鲁阳节能
sz.002089,1,*ST新海
sz.002090,1,金智科技
sz.002091,1,江苏国泰
sz.002092,1,中泰化学
sz.002093,1,国脉科技
sz.002094,1,青岛金王
sz.002095,1,生意宝
sz.002096,1,易普力
sz.002097,1,山河智能
sz.002098,1,浔兴股份
sz.002099,1,海翔药业
sz.002100,1,天康生物
sz.002101,1,广东鸿图
sz.002102,1,冠福股份
sz.002103,1,广博股份
sz.002104,1,恒宝股份
sz.002105,1,信隆健康
sz.002106,1,莱宝高科
sz.002107,1,沃华医药
sz.002108,1,沧州明珠
sz.002109,1,兴化股份
sz.002110,1,三钢闽光
sz.002111,1,威海广泰
sz.002112,1,三变科技
sz.002114,1,罗平锌电
sz.002115,1,三维通信
sz.002116,1,中国海诚
sz.002117,1,东港股份
sz.002119,1,康强电子
sz.002120,1,韵达股份
sz.002121,1,科陆电子
sz.002122,1,汇洲智能
sz.002123,1,梦网科技
sz.002124,1,天邦食品
sz.002125,1,湘潭电化
sz.002126,1,银轮股份
sz.002127,1,南极电商
sz.002128,1,电投能源
sz.002129,1,TCL中环
sz.002130,1,沃尔核材
sz.002131,1,利欧股份
sz.002132,1,恒星科技
sz.002133,1,广宇集团
sz.002134,1,天津普林
sz.002135,1,东南网架
sz.002136,1,安纳达
sz.002137,1,实益达
sz.002138,1,顺络电子
sz.002139,1,拓邦股份
sz.002140,1,东华科技
sz.002141,1,贤丰控股
sz.002142,1,宁波银行
sz.002145,1,中核钛白
sz.002146,1,荣盛发展
sz.002148,1,北纬科技
sz.002149,1,西部材料
sz.002150,1,通润装备
sz.002151,1,北斗星通
sz.002152,1,广电运通
sz.002153,1,石基信息
sz.002154,1,报喜鸟
sz.002155,1,湖南黄金
sz.002156,1,通富微电
sz.002157,1,*ST正邦
sz.002158,1,汉钟精机
sz.002159,1,三特索道
sz.002160,1,常铝股份
sz.002161,1,远望谷
sz.002162,1,悦心健康
sz.002163,1,海南发展
sz.002164,1,宁波东力
sz.002165,1,红宝丽
sz.002166,1,莱茵生物
sz.002167,1,东方锆业
sz.002168,1,惠程科技
sz.002169,1,智光电气
sz.002170,1,芭田股份
sz.002171,1,楚江新材
sz.002172,1,澳洋健康
sz.002173,1,创新医疗
sz.002174,1,游族网络
sz.002175,1,东方智造
sz.002176,1,江特电机
sz.002177,1,御银股份
sz.002178,1,延华智能
sz.002179,1,中航光电
sz.002182,1,宝武镁业
sz.002183,1,怡亚通
sz.002184,1,海得控制
sz.002185,1,华天科技
sz.002186,1,全聚德
sz.002187,1,广百股份
sz.002188,1,中天服务
sz.002189,1,中光学
sz.002190,1,成飞集成
sz.002191,1,劲嘉股份
sz.002192,1,融捷股份
sz.002193,1,如意集团
sz.002194,1,武汉凡谷
sz.002195,1,岩山科技
sz.002196,1,方正电机
sz.002197,1,证通电子
sz.002198,1,嘉应制药
sz.002199,1,东晶电子
sz.002200,1,ST交投
sz.002201,1,正威新材
sz.002202,1,金风科技
sz.002203,1,海亮股份
sz.002204,1,大连重工
sz.002205,1,国统股份
sz.002206,1,海利得
sz.002207,1,准油股份
sz.002208,1,合肥城建
sz.002209,1,达意隆
sz.002210,1,飞马国际
sz.002211,1,宏达新材
sz.002212,1,天融信
sz.002213,1,大为股份
sz.002214,1,大立科技
sz.002215,1,诺普信
sz.002216,1,三全食品
sz.002217,1,合力泰
sz.002218,1,拓日新能
sz.002219,1,新里程
sz.002221,1,东华能源
sz.002222,1,福晶科技
sz.002223,1,鱼跃医疗
sz.002224,1,三力士
sz.002225,1,濮耐股份
sz.002226,1,江南化工
sz.002227,1,奥特迅
sz.002228,1,合兴包装
sz.002229,1,鸿博股份
sz.002230,1,科大讯飞
sz.002231,1,奥维通信
sz.002232,1,启明信息
sz.002233,1,塔牌集团
sz.002234,1,民和股份
sz.002235,1,安妮股份
sz.002236,1,大华股份
sz.002237,1,恒邦股份
sz.002238,1,天威视讯
sz.002239,1,奥特佳
sz.002240,1,盛新锂能
sz.002241,1,歌尔股份
sz.002242,1,九阳股份
sz.002243,1,力合科创
sz.002244,1,滨江集团
sz.002245,1,蔚蓝锂芯
sz.002246,1,北化股份
sz.002247,1,聚力文化
sz.002248,1,华东数控
sz.002249,1,大洋电机
sz.002250,1,联化科技
sz.002251,1,步步高
sz.002252,1,上海莱士
sz.002253,1,川大智胜
sz.002254,1,泰和新材
sz.002255,1,海陆重工
sz.002256,1,兆新股份
sz.002258,1,利尔化学
sz.002259,1,ST升达
sz.002261,1,拓维信息
sz.002262,1,恩华药业
sz.002263,1,大东南
sz.002264,1,新华都
sz.002265,1,建设工业
sz.002266,1,浙富控股
sz.002267,1,陕天然气
sz.002268,1,电科网安
sz.002269,1,美邦服饰
sz.002270,1,华明装备
sz.002271,1,东方雨虹
sz.002272,1,川润股份
sz.002273,1,水晶光电
sz.002274,1,华昌化工
sz.002275,1,桂林三金
sz.002276,1,万马股份
sz.002277,1,友阿股份
sz.002278,1,神开股份
sz.002279,1,久其软件
sz.002280,1,联络互动
sz.002281,1,光迅科技
sz.002282,1,博深股份
sz.002283,1,天润工业
sz.002284,1,亚太股份
sz.002285,1,世联行
sz.002286,1,保龄宝
sz.002287,1,奇正藏药
sz.002288,1,超华科技
sz.002289,1,ST宇顺
sz.002290,1,禾盛新材
sz.002291,1,遥望科技
sz.002292,1,奥飞娱乐
sz.002293,1,罗莱生活
sz.002294,1,信立泰
sz.002295,1,精艺股份
sz.002296,1,辉煌科技
sz.002297,1,博云新材
sz.002298,1,中电兴发
sz.002299,1,圣农发展
sz.002300,1,太阳电缆
sz.002301,1,齐心集团
sz.002302,1,西部建设
sz.002303,1,美盈森
sz.002304,1,洋河股份
sz.002305,1,南国置业
sz.002306,1,中科云网
sz.002307,1,北新路桥
sz.002308,1,威创股份
sz.002309,1,ST中利
sz.002310,1,东方园林
sz.002311,1,海大集团
sz.002312,1,川发龙蟒
sz.002313,1,*ST日海
sz.002314,1,南山控股
sz.002315,1,焦点科技
sz.002316,1,亚联发展
sz.002317,1,众生药业
sz.002318,1,久立特材
sz.002319,1,乐通股份
sz.002320,1,海峡股份
sz.002321,1,华英农业
sz.002322,1,理工能科
sz.002323,1,雅博股份
sz.002324,1,普利特
sz.002325,1,洪涛股份
sz.002326,1,永太科技
sz.002327,1,富安娜
sz.002328,1,新朋股份
sz.002329,1,皇氏集团
sz.002330,1,得利斯
sz.002331,1,皖通科技
sz.002332,1,仙琚制药
sz.002333,1,罗普斯金
sz.002334,1,英威腾
sz.002335,1,科华数据
sz.002336,1,人人乐
sz.002337,1,赛象科技
sz.002338,1,奥普光电
sz.002339,1,积成电子
sz.002340,1,格林美
sz.002341,1,新纶新材
sz.002342,1,巨力索具
sz.002343,1,慈文传媒
sz.002344,1,海宁皮城
sz.002345,1,潮宏基
sz.002346,1,柘中股份
sz.002347,1,泰尔股份
sz.002348,1,高乐股份
sz.002349,1,精华制药
sz.002350,1,北京科锐
sz.002351,1,漫步者
sz.002352,1,顺丰控股
sz.002353,1,杰瑞股份
sz.002354,1,天娱数科
sz.002355,1,兴民智通
sz.002356,1,赫美集团
sz.002357,1,富临运业
sz.002358,1,森源电气
sz.002360,1,同德化工
sz.002361,1,神剑股份
sz.002362,1,汉王科技
sz.002363,1,隆基机械
sz.002364,1,中恒电气
sz.002365,1,永安药业
sz.002366,1,融发核电
sz.002367,1,康力电梯
sz.002368,1,太极股份
sz.002369,1,卓翼科技
sz.002370,1,亚太药业
sz.002371,1,北方华创
sz.002372,1,伟星新材
sz.002373,1,千方科技
sz.002374,1,中锐股份
sz.002375,1,亚厦股份
sz.002376,1,新北洋
sz.002377,1,国创高新
sz.002378,1,章源钨业
sz.002379,1,宏创控股
sz.002380,1,科远智慧
sz.002381,1,双箭股份
sz.002382,1,蓝帆医疗
sz.002383,1,合众思壮
sz.002384,1,东山精密
sz.002385,1,大北农
sz.002386,1,天原股份
sz.002387,1,维信诺
sz.002388,1,新亚制程
sz.002389,1,航天彩虹
sz.002390,1,信邦制药
sz.002392,1,北京利尔
sz.002393,1,力生制药
sz.002394,1,联发股份
sz.002395,1,双象股份
sz.002396,1,星网锐捷
sz.002397,1,梦洁股份
sz.002398,1,垒知集团
sz.002399,1,海普瑞
sz.002400,1,省广集团
sz.002401,1,中远海科
sz.002402,1,和而泰
sz.002403,1,爱仕达
sz.002404,1,嘉欣丝绸
sz.002405,1,四维图新
sz.002406,1,远东传动
sz.002407,1,多氟多
sz.002408,1,齐翔腾达
sz.002409,1,雅克科技
sz.002410,1,广联达
sz.002412,1,汉森制药
sz.002413,1,雷科防务
sz.002414,1,高德红外
sz.002415,1,海康威视
sz.002416,1,爱施德
sz.002418,1,康盛股份
sz.002419,1,天虹股份
sz.002420,1,毅昌科技
sz.002421,1,达实智能
sz.002422,1,科伦药业
sz.002423,1,中粮资本
sz.002424,1,贵州百灵
sz.002425,1,凯撒文化
sz.002426,1,胜利精密
sz.002427,1,尤夫股份
sz.002428,1,云南锗业
sz.002429,1,兆驰股份
sz.002430,1,杭氧股份
sz.002431,1,棕榈股份
sz.002432,1,九安医疗
sz.002433,1,*ST太安
sz.002434,1,万里扬
sz.002435,1,长江健康
sz.002436,1,兴森科技
sz.002437,1,誉衡药业
sz.002438,1,江苏神通
sz.002439,1,启明星辰
sz.002440,1,闰土股份
sz.002441,1,众业达
sz.002442,1,龙星化工
sz.002444,1,巨星科技
sz.002445,1,中南文化
sz.002446,1,盛路通信
sz.002448,1,中原内配
sz.002449,1,国星光电
sz.002451,1,摩恩电气
sz.002452,1,长高电新
sz.002453,1,华软科技
sz.002454,1,松芝股份
sz.002455,1,百川股份
sz.002456,1,欧菲光
sz.002457,1,青龙管业
sz.300001,1,特锐德
sz.300002,1,神州泰岳
sz.300003,1,乐普医疗
sz.300004,1,南风股份
sz.300005,1,探路者
sz.300006,1,莱美药业
sz.300007,1,汉威科技
sz.300008,1,天海防务
sz.300009,1,安科生物
sz.300010,1,*ST豆神
sz.300011,1,鼎汉技术
sz.300012,1,华测检测
sz.300013,1,新宁物流
sz.300014,1,亿纬锂能
sz.300015,1,爱尔眼科
sz.300016,1,北陆药业
sz.300017,1,网宿科技
sz.300018,1,中元股份
sz.300019,1,硅宝科技
sz.300020,1,银江技术
sz.300021,1,大禹节水
sz.300022,1,吉峰科技
sz.300024,1,机器人
sz.300025,1,华星创业
sz.300026,1,红日药业
sz.300027,1,华谊兄弟
sz.300029,1,ST天龙
sz.300030,1,阳普医疗
sz.300031,1,宝通科技
sz.300032,1,金龙机电
sz.300033,1,同花顺
sz.300034,1,钢研高纳
sz.300035,1,中科电气
sz.300036,1,超图软件
sz.300037,1,新宙邦
sz.300039,1,上海凯宝
sz.300040,1,九洲集团
sz.300041,1,回天新材
sz.300042,1,朗科科技
sz.300043,1,星辉娱乐
sz.300044,1,赛为智能
sz.300045,1,华力创通
sz.300046,1,台基股份
sz.300047,1,天源迪科
sz.300048,1,合康新能
sz.300049,1,福瑞股份
sz.300050,1,世纪鼎利
sz.300051,1,琏升科技
sz.300052,1,中青宝
sz.300053,1,航宇微
sz.300054,1,鼎龙股份
sz.300055,1,万邦达
sz.300056,1,中创环保
sz.300057,1,万顺新材
sz.300058,1,蓝色光标
sz.300059,1,东方财富
sz.300061,1,旗天科技
sz.300062,1,中能电气
sz.300063,1,天龙集团
sz.300065,1,海兰信
sz.300066,1,三川智慧
sz.300067,1,安诺其
sz.300068,1,南都电源
sz.300069,1,金利华电
sz.300070,1,碧水源
sz.300071,1,福石控股
sz.300072,1,海新能科
sz.300073,1,当升科技
sz.300074,1,华平股份
sz.300075,1,数字政通
sz.300076,1,GQY视讯
sz.300077,1,国民技术
sz.300078,1,思创医惠
sz.300079,1,数码视讯
sz.300080,1,易成新能
sz.300081,1,恒信东方
sz.300082,1,奥克股份
sz.300083,1,创世纪
sz.300084,1,海默科技
sz.300085,1,银之杰
sz.300086,1,康芝药业
sz.300087,1,荃银高科
sz.300088,1,长信科技
sz.300091,1,金通灵
sz.300092,1,科新机电
sz.300093,1,金刚光伏
sz.300094,1,国联水产
sz.300095,1,华伍股份
sz.300096,1,易联众
sz.300097,1,智云股份
sz.300098,1,高新兴
sz.300099,1,精准信息
sz.300100,1,双林股份
sz.300101,1,振芯科技
sz.399001,1,深证成份指数(价格)
sz.399002,1,深证成份指数(收益)
sz.399003,1,深证成份B股指数
sz.399004,1,深证100指数(收益)
sz.399005,1,中小企业100指数
sz.399006,1,创业板指数(价格)
sz.399007,1,深证300价格
sz.399008,1,中小企业300指数
sz.399009,1,深证200指数
sz.399010,1,深证700指数
sz.399011,1,深证1000指数
sz.399100,1,深证新指数
sz.399101,1,中小企业综合指数
sz.399106,1,深证综合指数
sz.399107,1,深证A股指数
sz.399108,1,深证B股指数
sz.399231,1,农林牧渔指数
sz.399232,1,采矿业指数
sz.399233,1,制造业指数
sz.399234,1,水电煤气指数
sz.399235,1,建筑业指数
sz.399236,1,批发零售指数
sz.399237,1,运输仓储指数
sz.399238,1,住宿餐饮指数
sz.399239,1,信息技术指数
sz.399240,1,金融业指数
sz.399241,1,房地产业指数
sz.399242,1,商务服务指数
sz.399243,1,科研服务指数
sz.399244,1,公共环保指数
sz.399248,1,文化传播指数
sz.399249,1,综合类指数
sz.399300,1,沪深300指数
sz.399310,1,国证A50指数
sz.399311,1,国证1000指数
sz.399312,1,国证300指数
sz.399313,1,巨潮100指数
sz.399314,1,巨潮大盘指数
sz.399315,1,巨潮中盘指数
sz.399316,1,巨潮小盘指数
sz.399317,1,国证A股指数
sz.399318,1,国证B股指数
sz.399319,1,国证资源优势指数
sz.399320,1,国证公共服务指数
sz.399321,1,国证红利指数
sz.399322,1,国证治理指数
sz.399324,1,深证红利指数
sz.399326,1,深证成长40指数
sz.399328,1,深证治理指数
sz.399330,1,深证100指数(价格)
sz.399333,1,中小企业100全收益指数
sz.399335,1,深证央企指数
sz.399337,1,深证民营指数
sz.399339,1,深证科技指数
sz.399341,1,深证责任指数
sz.399344,1,深证300指数(收益)
sz.399346,1,深证300成长指数
sz.399348,1,深证300价值指数
sz.399351,1,国证深圳创新示范100指数
sz.399352,1,国证深圳企业综合指数
sz.399353,1,国证物流行业指数
sz.399355,1,国证长三角指数
sz.399356,1,国证珠三角指数
sz.399357,1,国证环渤海指数
sz.399358,1,国证环保指数
sz.399359,1,国证基建指数
sz.399360,1,国证新硬件产业指数
sz.399361,1,国证在线消费指数
sz.399362,1,国证民企领先100指数
sz.399363,1,国证算力基础设施主题指数
sz.399364,1,国证消费100指数
sz.399365,1,国证粮食产业指数
sz.399366,1,国证能源金属指数
sz.399367,1,国证1000房地产行业指数
sz.399368,1,国证航天军工指数
sz.399369,1,国证社会责任指数
sz.399370,1,国证1000成长指数
sz.399371,1,国证1000价值指数
sz.399372,1,巨潮大盘成长指数
sz.399373,1,巨潮大盘价值指数
sz.399374,1,巨潮中盘成长指数
sz.399375,1,巨潮中盘价值指数
sz.399376,1,巨潮小盘成长指数
sz.399377,1,巨潮小盘价值指数
sz.399381,1,国证1000能源行业指数
sz.399382,1,国证1000原材料行业指数
sz.399383,1,国证1000工业行业指数
sz.399384,1,国证1000可选消费行业指数
sz.399385,1,国证1000主要消费行业指数
sz.399386,1,国证1000医药卫生行业指数
sz.399387,1,国证1000金融地产行业指数
sz.399388,1,国证1000信息技术行业指数
sz.399389,1,国证通信指数
sz.399390,1,国证1000公用事业行业指数
sz.399391,1,国证投资时钟指数
sz.399392,1,国证战略性新兴产业指数
sz.399415,1,大数据100指数
sz.399550,1,央视财经50指数
sz.399602,1,中小板300成长指数
sz.399604,1,中小板300价值指数
sz.399606,1,创业板指数(收益)
sz.399612,1,中小创业企业100指数
sz.399613,1,深证能源指数
sz.399614,1,深证原材料行业指数
sz.399615,1,深证工业行业指数
sz.399616,1,深证可选消费行业指数
sz.399617,1,深证主要消费行业指数
sz.399618,1,深证医药卫生行业指数
sz.399619,1,深证金融地产行业指数
sz.399620,1,深证信息技术行业指数
sz.399621,1,深证电信业务行业指数
sz.399622,1,深证公用事业行业指数
sz.399623,1,中小企业基础市场指数
sz.399624,1,中小创业企业400指数
sz.399625,1,中小创业企业500指数
sz.399626,1,中小创业企业成长指数
sz.399627,1,中小创业企业价值指数
sz.399628,1,深证700成长指数
sz.399629,1,深证700价值指数
sz.399630,1,深证1000成长指数
sz.399631,1,深证1000价值指数
sz.399632,1,深证100等权重指数
sz.399633,1,深证300等权重指数
sz.399634,1,中小企业100等权重指数
sz.399636,1,深证装备指数
sz.399637,1,深证地产指数
sz.399638,1,深证环保指数
sz.399639,1,深证大宗商品生产商指数
sz.399641,1,深证战略性新兴产业指数
sz.399642,1,中小企业战略性新兴产业指数
sz.399643,1,创业板战略性新兴产业指数
sz.399644,1,深证色诺芬投资时钟指数
sz.399645,1,深证100低波动率指数
sz.399646,1,深证消费50指数
sz.399647,1,深证医药50指数
sz.399648,1,深证中经矢量GDP100指数
sz.399701,1,深证基本面60指数
sz.399702,1,深证基本面120指数
sz.399703,1,深证基本面200指数
sz.399812,1,中证养老产业指数
sz.399901,1,中证南方小康产业指数
sz.399903,1,中证100指数
sz.399905,1,中证500指数
sz.399913,1,沪深300医药卫生指数
sz.399914,1,沪深300金融地产指数
sz.399928,1,中证能源指数
sz.399932,1,中证主要消费指数
sz.399933,1,中证医药卫生指数
sz.399934,1,中证金融地产指数
sz.399935,1,中证信息技术指数
